ADDRESS,Zip Code,phase
2685 LEICESTER WHITING RD,05778,pending
232 MAPLE RUN RD,05733,pending
918 ROUTE 66,05491,pending
193 WINDING WAY,05733,pending
438 MAPLE ST,05491,pending
19 BREBEUF TER,05733,pending
142 COMMODORE DR,05491,pending
33 WEST ST,05491,pending
430 KELSEY LN,05769,pending
1625 SHACKETT RD,05733,pending
1614 SHELLHOUSE MOUNTAIN RD,05456,pending
593 PLANK RD,05491,pending
30 SCHOOL ST,05491,pending
9 WHITE ST,05491,pending
192 MOUNTAINVIEW DR,05733,pending
10 MAPLE MNR,05491,pending
63 NEW HAVEN RD,05491,pending
20 ARMORY LN,05491,pending
12 NORTH ST,05491,pending
2370 LEICESTER WHITING RD,05778,pending
13 CATARACT PL,05491,pending
4 GREEN MOUNTAIN DR,05491,pending
56 OAK LN,05769,pending
19 S MAPLE ST,05491,pending
27 FIRST ST,05491,pending
38 FIRST ST,05491,pending
138 JENNA LN,05778,pending
17 FOUR WINDS RD,05456,pending
25 MAPLE MNR,05491,pending
6 FIRST ST,05491,pending
520 LITTLE CHICAGO RD,05456,pending
307 KELLEY CROSS RD,05769,pending
3608 US ROUTE 7,05456,pending
11 HILLSIDE ACRES,05491,pending
1093 FULLER MOUNTAIN RD,05473,pending
187 WING RD,05456,pending
78 MACDONOUGH DR,05491,pending
3242 LAKE DUNMORE RD,05733,pending
42 DUNMORE ACRES DR,05733,pending
19 S WATER ST,05491,pending
3644 SHELLHOUSE MOUNTAIN RD,05456,pending
63 S MAPLE ST,05491,pending
10 PANTON RD,05491,pending
51 NEW HAVEN RD,05491,pending
859 SHACKETT RD,05733,pending
4176 SAND RD,05456,pending
369 WEST SHORE RD,05769,pending
173 DOGWOOD DR,05733,pending
258 MAIN ST,05491,pending
20 S WATER ST,05491,pending
27 VICTORY ST,05491,pending
902 MAPLE ST,05769,pending
795 SHACKETT RD,05733,pending
1551 LEICESTER WHITING RD,05733,pending
423 MONKTON RD,05491,pending
1033 US ROUTE 7,05733,pending
133 CHURCH ST,05491,pending
165 S MAIN ST,05778,pending
12 FOX LN,05733,pending
209 PLANK RD,05491,pending
39 PINE LN,05769,pending
66 NORTHEND PT,05733,pending
15 MOUNTAIN VIEW LN,05491,pending
168 JENNA LN,05778,pending
1672 LAKE DUNMORE RD,05769,pending
107 PANTON RD,05491,pending
78 S WATER ST,05491,pending
5 MAPLE MNR,05491,pending
411 QUIET LN,05769,pending
1285 WEST SHORE RD,05769,pending
442 WEST SHORE RD,05769,pending
3550 US ROUTE 7,05456,pending
546 S MIDDLEBROOK RD,05491,pending
1512 HOOKER RD,05733,pending
111 GLORY LN,05733,pending
2165 LAKE DUNMORE RD,05733,pending
28 W MAIN ST,05491,pending
74 BALSAM DR,05733,pending
36 HILLSIDE ACRES,05491,pending
1748 LAKE DUNMORE RD,05769,pending
2989 LAKE DUNMORE RD,05733,pending
4255 US ROUTE 7,05456,pending
32 BOOTH WOODS,05491,pending
1057 MAPLE ST,05769,pending
5 MOOSALAMOO CLUB RD,05769,pending
201 S MAPLE ST,05491,pending
1355 LAKE DUNMORE RD,05733,pending
132 S MAPLE ST,05491,pending
33 THOMAS CIR,05491,pending
10 SUNSET DR,05491,pending
3708 SHELLHOUSE MOUNTAIN RD,05456,pending
52 OLD SAWMILL RD,05760,pending
40 GRISWOLD LN,05760,pending
4060 SAND RD,05456,pending
77 MOSSY GRV,05491,pending
23 CATAMOUNT DR,05733,pending
187 BAY SHORE DR,05769,pending
154 MONKTON RD,05491,pending
23 SINGING CEDARS RD,05760,pending
10 MAIN ST,05491,pending
31 W MAIN ST,05491,pending
19 MAIN ST,05491,pending
3 RIDGEVIEW DR,05491,pending
37 FIRST ST,05491,pending
22 MCKNIGHT LN,05491,pending
1 MAIN ST,05491,pending
184 S MAPLE ST,05491,pending
39 NEW HAVEN RD,05491,pending
5 MEADOWBROOK RD,05491,pending
46 S MAPLE ST,05491,pending
15 N MAPLE ST,05491,pending
2179 SMEAD RD,05769,pending
111 HENRYS WAY,05456,pending
664 INDIAN TRL,05733,pending
2890 LAKE DUNMORE RD,05733,pending
20 WEST ST,05491,pending
14 SECOND ST,05491,pending
3587 US ROUTE 7,05456,pending
100 GREEN ST,05491,pending
321 WESTSIDE DR,05733,pending
347 ROUND BARN RD,05456,pending
17 SECOND ST,05491,pending
12 SECOND ST,05491,pending
192 PINE OAK PARK,05491,pending
1691 US ROUTE 7,05733,pending
820 DAKIN RD,05456,pending
29 BOOTH WOODS,05491,pending
42 FIRST ST,05491,pending
92 OAK LN,05769,pending
3 SUNSET PT,05733,pending
7 FIRST ST,05491,pending
4603 US ROUTE 7,05456,pending
3192 US ROUTE 7,05456,pending
730 LAKE DUNMORE RD,05733,pending
20 THOMAS CIR,05491,pending
25 VICTORY ST,05491,pending
87 FERNVILLE RD,05733,pending
14 MOUNTAIN VIEW LN,05491,pending
54 SAGE CT,05733,pending
109 PANTON RD,05491,pending
17 FIRST ST,05491,pending
2 ALDEN PL,05491,pending
54 MACDONOUGH DR,05491,pending
8 CROSBY CT,05491,pending
281 MAIN ST,05491,pending
12 FIRST ST,05491,pending
1044 MAPLE ST,05769,pending
1312 HOOKER RD,05733,pending
2486 US ROUTE 7,05733,pending
107 FERNVILLE RD,05733,pending
2046 WALKER RD,05456,pending
2739 LEICESTER WHITING RD,05778,pending
175 HIGH MANOR PARK,05491,pending
122 TOW PATH LN,05456,pending
9 SPRING ST,05491,pending
73 SCHOOL ST,05491,pending
6 N GREEN ST,05491,pending
323 MONKTON RD,05491,pending
27 S MAIN ST,05778,pending
14 SUNSET DR,05491,pending
91 LAKEVIEW DR,05733,pending
492 LEICESTER WHITING RD,05733,pending
190 BUCKWHEAT ST,05456,pending
1491 FULLER MOUNTAIN RD,05473,pending
925 MAPLE ST,05769,pending
44 NORTH ST,05491,pending
25 FIRST ST,05491,pending
93 OAK LN,05769,pending
951 SHELLHOUSE MOUNTAIN RD,05456,pending
2829 US ROUTE 7,05733,pending
129 MAIN ST,05491,pending
2784 LIME KILN RD,05472,pending
24 MAPLE MNR,05491,pending
199 JOCKEY LN,05473,pending
23 MACDONOUGH DR,05491,pending
4270 US ROUTE 7,05456,pending
20 SCOVEL LN,05491,pending
26 WOODMAN CT,05491,pending
2 S WATER ST,05491,pending
991 ECHO RD,05743,pending
1944 LEICESTER WHITING RD,05778,pending
222 HIGH MANOR PARK,05491,pending
7404 ETHAN ALLEN HWY,05472,pending
242 KELSEY LN,05769,pending
91 MAIN ST,05491,pending
81 W MAIN ST,05491,pending
305 JOCKEY LN,05473,pending
2516 LIME KILN RD,05472,pending
324 LEICESTER WHITING RD,05778,pending
49 BOOTH WOODS,05491,pending
839 MAPLE ST,05491,pending
64 SAGE CT,05733,pending
17 SUNSET DR,05491,pending
20 MOUNTAIN VIEW LN,05491,pending
6 ICE HOUSE CT,05491,pending
456 ROUND BARN RD,05456,pending
96 PROSPECT ST,05769,pending
184 SEAGUL CIR,05769,pending
1957 LAKE DUNMORE RD,05769,pending
491 ROUND BARN RD,05456,pending
16 MONKTON RD,05491,pending
4 MOOSALAMOO CLUB RD,05769,pending
1543 US ROUTE 7,05733,pending
59 MEIGS RD,05491,pending
1444 DELORM RD,05733,pending
54 COMMODORE DR,05491,pending
2841 LEICESTER WHITING RD,05778,pending
26 S MAPLE ST,05491,pending
27 MONKTON RD,05491,pending
873 WEST SHORE RD,05769,pending
1759 US ROUTE 7,05456,pending
273 MAIN ST,05491,pending
2062 US ROUTE 7,05769,pending
23 BISHOP HILL RD,05760,pending
182 GREEN ST,05491,pending
643 FERN LAKE RD,05733,pending
905 MAPLE ST,05769,pending
186 MONKTON RD,05491,pending
739 KINGSLAND BAY STATE PARK RD,05456,pending
183 MOUNTAINVIEW DR,05733,pending
84 GREEN ST,05491,pending
1706 LAKE DUNMORE RD,05769,pending
79 LEICESTER WHITING RD,05733,pending
49 BUCKWHEAT ST,05456,pending
1146 WEST SHORE RD,05769,pending
3 BATTERY HL,05491,pending
21 WATERHOUSE DR,05769,pending
85 S WATER ST,05491,pending
89 SPARROW HAWK RD,05491,pending
484 MAPLE RUN RD,05733,pending
14 GREEN ST,05491,pending
5655 US ROUTE 7,05456,pending
68 MONKTON RD,05491,pending
37 GREEN ST,05491,pending
14 S MAPLE ST,05491,pending
2158 HOOKER RD,05733,pending
46 S WATER ST,05491,pending
12 WHITE ST,05491,pending
20 MAPLE MNR,05491,pending
985 SHACKETT RD,05733,pending
34 BOWMAN RD,05491,pending
797 US ROUTE 7,05733,pending
143 COMMODORE DR,05491,pending
706 CRAM RD,05733,pending
282 HIDEAWAY TRL,05733,pending
526 ISTHMUS DR,05733,pending
3 BOOSKA CT,05491,pending
552 SWININGTON HILL RD,05778,pending
26 NUTMEG LN,05769,pending
48 S MAPLE ST,05491,pending
78 W MAIN ST,05491,pending
3397 SHELLHOUSE MOUNTAIN RD,05456,pending
70 MEIGS RD,05491,pending
165 MAIN ST,05491,pending
15 NORTH ST,05491,pending
351 WESTSIDE DR,05733,pending
575 MIDDLEBROOK RD,05456,pending
216 JENNA LN,05778,pending
100 MACDONOUGH DR,05491,pending
368 CRAM RD,05733,pending
109 PANTON RD,05491,pending
139 MAIN ST,05491,pending
546 FERN LAKE RD,05733,pending
92 MAIN ST,05491,pending
3909 US ROUTE 7,05456,pending
61 MAIN ST,05491,pending
8 MOUNTAIN VIEW LN,05491,pending
7546 ETHAN ALLEN HWY,05472,pending
2733 US ROUTE 7,05456,pending
12 S MAIN ST,05778,pending
13 WEST ST,05491,pending
10 MONKTON RD,05491,pending
665 DELORM RD,05733,pending
5 UNION ST,05491,pending
601 S MIDDLEBROOK RD,05491,pending
24 LEICESTER WHITING RD,05733,pending
189 GREEN ST,05491,pending
57 NEW HAVEN RD,05491,pending
62 SINGING CEDARS RD,05760,pending
1898 LAKE DUNMORE RD,05769,pending
3113 LAKE DUNMORE RD,05733,pending
184 GREEN ST,05491,pending
51 MAPLE RUN RD,05733,pending
3 COUNTRY CMNS,05491,pending
2437 LEICESTER WHITING RD,05733,pending
205 MAIN ST,05491,pending
228 HIDEAWAY TRL,05733,pending
27 THOMAS CIR,05491,pending
16 VICTORY ST,05491,pending
872 GREENBUSH RD,05743,pending
76 LIMECREST LN,05733,pending
24 WEST ST,05491,pending
69 SHOREWOOD RD,05491,pending
8 CRESCENT DR,05491,pending
1344 LEICESTER WHITING RD,05733,pending
10 CROSBY CT,05491,pending
81 WINDY KNOLL LN,05733,pending
151 HAWKINS RD,05456,pending
30 COMFORT HL,05491,pending
57 S WATER ST,05491,pending
3012 US ROUTE 7,05456,pending
2023 MAPLE ST,05491,pending
70 MONKTON RD,05491,pending
105 MAIN ST,05491,pending
43 S WATER ST,05491,pending
75 W MAIN ST,05491,pending
11 THOMAS CIR,05491,pending
343 SATTERLY RD,05456,pending
2 BATTERY HL,05491,pending
24 SECOND ST,05491,pending
2523 US ROUTE 7,05456,pending
442 PLANK RD,05491,pending
23 ROBINSON RD,05456,pending
3927 SAND RD,05456,pending
6 BATTERY HL,05491,pending
77 N MAIN ST,05778,pending
448 MAPLE ST,05769,pending
355 INDIAN TRL,05733,pending
8 SCHOOL ST,05491,pending
18 HOOKER RD,05733,pending
1961 LAKE DUNMORE RD,05733,pending
112 DEPOT RD,05456,pending
64 MAIN ST,05491,pending
1990 LAKE DUNMORE RD,05769,pending
70 S WATER ST,05491,pending
143 MIDDLEBROOK RD,05456,pending
29 THOMAS CIR,05491,pending
7 SUNSET DR,05491,pending
332 MOUNTAINVIEW DR,05733,pending
1594 MONKTON RD,05491,pending
142 JOCKEY LN,05743,pending
158 BUCKWHEAT ST,05456,pending
2095 LAKE DUNMORE RD,05733,pending
1912 US ROUTE 7,05733,pending
110 W SALISBURY RD,05769,pending
193 GREEN ST,05491,pending
5531 US ROUTE 7,05456,pending
1485 SHELLHOUSE MOUNTAIN RD,05456,pending
93 WESTSIDE DR,05733,pending
76 GREEN ST,05491,pending
50 MONKTON RD,05491,pending
175 WINDING WAY,05733,pending
2136 MIDDLEBROOK RD,05491,pending
958 WEST SHORE RD,05769,pending
87 S MAPLE ST,05491,pending
2262 LAKE DUNMORE RD,05733,pending
28 COMFORT HL,05491,pending
160 PINE LN,05769,pending
95 DELORM RD,05733,pending
1077 US ROUTE 7,05733,pending
1751 SHELLHOUSE MOUNTAIN RD,05456,pending
536 SHACKETT RD,05733,pending
1000 PLANK RD,05491,pending
26 NORTH ST,05491,pending
35 NEW HAVEN RD,05491,pending
149 N MAIN ST,05778,pending
20 S MAIN ST,05778,pending
22 SECOND ST,05491,pending
296 MOUNTAINVIEW DR,05733,pending
2168 FERN LAKE RD,05733,pending
1 THOMAS CIR,05491,pending
925 HAWKINS RD,05456,pending
7 CRESCENT DR,05491,pending
10 WALKER AVE,05491,pending
2414 US ROUTE 7,05769,pending
12 HILLSIDE ACRES,05491,pending
3344 US ROUTE 7,05456,pending
2707 US ROUTE 7,05456,pending
64 S COVE TRL,05733,pending
412 INDIAN TRL,05733,pending
124 DOGWOOD DR,05733,pending
4 PARK ST,05491,pending
145 JOCKEY LN,05473,pending
2080 LAKE DUNMORE RD,05769,pending
1822 LAKE DUNMORE RD,05769,pending
30 MAIN ST,05491,pending
119 MAIN ST,05491,pending
5220 US ROUTE 7,05456,pending
188 GREEN ST,05491,pending
407 WESTSIDE DR,05733,pending
214 MOUNTAINVIEW DR,05733,pending
71 COMMODORE DR,05491,pending
980 WEST SHORE RD,05769,pending
225 LITTLE CHICAGO RD,05456,pending
151 FOX LN,05733,pending
370 LAKE DUNMORE RD,05733,pending
32 BIRCH CT,05733,pending
1777 LAKE DUNMORE RD,05769,pending
3359 SHELLHOUSE MOUNTAIN RD,05456,pending
3 UPPER PLAINS RD,05769,pending
49 W MAIN ST,05491,pending
2 MOOSALAMOO CLUB RD,05769,pending
816 MAPLE ST,05769,pending
235 WINDING WAY,05733,pending
21 COMFORT HL,05491,pending
100 ARMORY LN,05491,pending
6 BOWMAN RD,05491,pending
1576 LITTLE CHICAGO RD,05456,pending
39 BOWMAN RD,05491,pending
1945 US ROUTE 7,05456,pending
7 COURTNEY DR,05491,pending
1053 LITTLE CHICAGO RD,05456,pending
1114 LAKE DUNMORE RD,05733,pending
8 COUNTRY CMNS,05491,pending
13 S WATER ST,05491,pending
90 S WATER ST,05491,pending
21 CATAMOUNT DR,05733,pending
1661 LAKE DUNMORE RD,05769,pending
135 S MAPLE ST,05491,pending
101 PANTON RD,05491,pending
2070 SMEAD RD,05769,pending
7 COUNTRY CMNS,05491,pending
107 BALSAM DR,05733,pending
1611 LAKE DUNMORE RD,05769,pending
21 FIRST ST,05491,pending
1025 LAKE DUNMORE RD,05733,pending
5 SECOND ST,05491,pending
211 SPARROW HAWK RD,05491,pending
432 BURROUGHS FARM RD,05491,pending
41 RUSTIC CT,05733,pending
166 PINE LN,05769,pending
3081 LAKE DUNMORE RD,05733,pending
3 ADELE DR,05491,pending
203 LEISURE LN,05733,pending
341 PLANK RD,05491,pending
1988 LAKE DUNMORE RD,05769,pending
56 MARSH HILL RD,05491,pending
48 PLANK RD,05491,pending
203 MAIN ST,05491,pending
201 LOCUST LN,05491,pending
30 UNION ST,05491,pending
195 POND LN,05743,pending
3415 MIDDLEBROOK RD,05456,pending
918 MAPLE ST,05769,pending
1685 HOOKER RD,05733,pending
99 W MAIN ST,05491,pending
3233 LAKE DUNMORE RD,05733,pending
23 MCKNIGHT LN,05491,pending
111 WINDING WAY,05733,pending
1766 LAKE DUNMORE RD,05769,pending
119 WESTSIDE DR,05733,pending
341 MAPLE ST,05769,pending
655 HAWKINS RD,05456,pending
1608 LITTLE CHICAGO RD,05456,pending
1994 LAKE DUNMORE RD,05769,pending
105 COMMODORE DR,05491,pending
1715 HOOKER RD,05733,pending
25 NEW HAVEN RD,05491,pending
2777 US ROUTE 7,05456,pending
2430 US ROUTE 7,05733,pending
91 S MAPLE ST,05491,pending
1503 LEICESTER WHITING RD,05733,pending
24 OLD ORCHARD WAY,05456,pending
34 S WATER ST,05491,pending
2835 LAKE DUNMORE RD,05733,pending
455 FERN LAKE RD,05733,pending
121 MOSSY GRV,05491,pending
880 DELORM RD,05733,pending
9 BATTERY HL,05491,pending
2320 US ROUTE 7,05769,pending
17 S MIDDLEBROOK RD,05491,pending
5617 US ROUTE 7,05456,pending
111 PARTRIDGE TRL,05733,pending
45 BEECH LN,05733,pending
245 LITTLE CHICAGO RD,05456,pending
104 COMMODORE DR,05491,pending
620 S MIDDLEBROOK RD,05491,pending
1472 MONKTON RD,05491,pending
24 VICTORY ST,05491,pending
5030 US ROUTE 7,05456,pending
10 MEADOW LN,05491,pending
750 WEST SHORE RD,05769,pending
1669 LAKE DUNMORE RD,05769,pending
33 HIGH MANOR PARK,05491,pending
40 S MAPLE ST,05491,pending
28 HILLSIDE ACRES,05491,pending
21 THOMAS CIR,05491,pending
1920 LAKE DUNMORE RD,05769,pending
35 WESTSIDE DR,05733,pending
2147 FERN LAKE RD,05733,pending
44 BOWMAN RD,05491,pending
189 PARTRIDGE TRL,05733,pending
2712 LEICESTER WHITING RD,05778,pending
746 VT ROUTE 73,05760,pending
481 WESTSIDE DR,05733,pending
2706 LEICESTER WHITING RD,05778,pending
301 CRAM RD,05733,pending
225 GLORY LN,05733,pending
362 MAIN ST,05491,pending
105 POND LN,05743,pending
43 ISTHMUS DR,05733,pending
777 HAWKINS RD,05456,pending
1777 US ROUTE 7,05456,pending
1254 DELORM RD,05733,pending
967 HAWKINS RD,05456,pending
642 MIDDLEBROOK RD,05456,pending
77 SINGING CEDARS RD,05760,pending
2076 US ROUTE 7,05733,pending
1398 SHELLHOUSE MOUNTAIN RD,05456,pending
453 QUIET LN,05769,pending
72 MEIGS RD,05491,pending
203 SAND RD,05456,pending
951 US ROUTE 7,05733,pending
42 S WATER ST,05491,pending
15 COVE POINT DR,05733,pending
2874 US ROUTE 7,05456,pending
107 MAIN ST,05491,pending
207 MONKTON RD,05491,pending
14 FIRST ST,05491,pending
99 BUCKWHEAT ST,05456,pending
553 RUSTIC LN,05769,pending
24 MONKTON RD,05491,pending
190 S MAPLE ST,05491,pending
1482 HOOKER RD,05733,pending
1265 GREEN ST,05491,pending
154 PINE LN,05769,pending
1499 SHELLHOUSE MOUNTAIN RD,05456,pending
989 INDIAN TRL,05733,pending
200 RIDGE VIEW DR,05733,pending
66 YOUNG RD,05733,pending
5018 US ROUTE 7,05456,pending
2078 US ROUTE 7,05769,pending
1079 LAKE DUNMORE RD,05733,pending
8 GREEN MEADOW ACRES,05491,pending
81 CHURCH ST,05491,pending
361 QUIET LN,05769,pending
433 WESTSIDE DR,05733,pending
5 KING ST,05491,pending
3668 US ROUTE 7,05456,pending
467 RUSTIC LN,05769,pending
97 MAIN ST,05491,pending
6 COUNTRY CMNS,05491,pending
2097 LAKE DUNMORE RD,05733,pending
2165 WEST SHORE RD,05769,pending
1842 LAKE DUNMORE RD,05769,pending
49 NUTHATCH LN,05743,pending
114 GREEN ST,05491,pending
1984 LAKE DUNMORE RD,05769,pending
435 HAWKINS RD,05456,pending
13 FIRST ST,05491,pending
31 SCHOOL ST,05491,pending
1361 SHELLHOUSE MOUNTAIN RD,05456,pending
4 MEADOWBROOK RD,05491,pending
6 GREEN MOUNTAIN DR,05491,pending
86 HIGH MANOR PARK,05491,pending
205 SHOREWOOD RD,05491,pending
1108 WEST SHORE RD,05769,pending
29 HOLLOW TREE LN,05733,pending
7 S WATER ST,05491,pending
6 GREEN ST,05491,pending
133 BAY SHORE DR,05769,pending
57 MACDONOUGH DR,05491,pending
16 SCOVEL LN,05491,pending
1666 LAKE DUNMORE RD,05733,pending
164 S MAPLE ST,05491,pending
107 S MAPLE ST,05491,pending
16 DUNMORE ACRES DR,05733,pending
69 QUIET LN,05769,pending
127 STONEBROKE RD,05733,pending
51 S MAPLE ST,05491,pending
205 LEISURE LN,05733,pending
116 BALSAM DR,05733,pending
11 MAIN ST,05491,pending
658 WEST SHORE RD,05769,pending
617 LITTLE CHICAGO RD,05456,pending
55 MAIN ST,05491,pending
2027 MAPLE ST,05491,pending
1726 LEICESTER WHITING RD,05778,pending
16 HILLSIDE ACRES,05491,pending
1792 FERN LAKE RD,05733,pending
180 SEAGUL CIR,05769,pending
1322 LEICESTER WHITING RD,05733,pending
148 MEMOE RD,05733,pending
30 BOWMAN RD,05491,pending
2681 LEICESTER WHITING RD,05778,pending
133 GREEN ST,05491,pending
140 MOUNTAINVIEW DR,05733,pending
881 ECHO RD,05743,pending
60 NEW HAVEN RD,05491,pending
6 LITTLE CHICAGO RD,05456,pending
1708 LAKE DUNMORE RD,05733,pending
335 PINE OAK PARK,05491,pending
6 THOMAS CIR,05491,pending
1509 LAKE DUNMORE RD,05733,pending
457 QUIET LN,05769,pending
335 SPARROW HAWK RD,05491,pending
34 MIDDLEBROOK RD,05456,pending
104 S WATER ST,05491,pending
4 SUNSET DR,05491,pending
58 TOWN BEACH RD,05456,pending
670 WEST SHORE RD,05769,pending
985 DORIE LN,05733,pending
2996 LEICESTER WHITING RD,05778,pending
55 HOOKER RD,05733,pending
40 HIGH MANOR PARK,05491,pending
17 MAPLE MNR,05491,pending
140 DOGWOOD DR,05733,pending
8 FIRST ST,05491,pending
348 WEST SHORE RD,05769,pending
7 GREEN ST,05491,pending
123 COMMODORE DR,05491,pending
15 MACDONOUGH DR,05491,pending
55 S WATER ST,05491,pending
357 JOCKEY LN,05473,pending
67 GREEN ST,05491,pending
731 LAKE DUNMORE RD,05733,pending
38 NEW HAVEN RD,05491,pending
860 S MIDDLEBROOK RD,05491,pending
27 S WATER ST,05491,pending
27 MOUNTAIN VIEW LN,05491,pending
74 SCHOOL ST,05491,pending
179 ROBINSON RD,05456,pending
107 MONKTON RD,05491,pending
6 BOOSKA CT,05491,pending
3264 US ROUTE 7,05456,pending
71 GREEN ST,05491,pending
24 SUNSET DR,05491,pending
51 CREAMERY RD,05456,pending
7547 ETHAN ALLEN HWY,05472,pending
1411 FULLER MOUNTAIN RD,05473,pending
137 MAIN ST,05491,pending
29 SHORT ST,05491,pending
28 MOUNTAIN VIEW LN,05491,pending
7 MOOSALAMOO CLUB RD,05769,pending
23 S MAIN ST,05778,pending
125 GREEN ST,05491,pending
23 S MAPLE ST,05491,pending
34 OAK HILL LN,05733,pending
54 S MAPLE ST,05491,pending
1709 MIDDLEBROOK RD,05456,pending
48 S MAIN ST,05778,pending
756 MAPLE ST,05769,pending
731 SHELLHOUSE MOUNTAIN RD,05456,pending
234 KELSEY LN,05769,pending
23 SHORT ST,05491,pending
3077 SHELLHOUSE MOUNTAIN RD,05456,pending
9 MCKNIGHT LN,05491,pending
167 LITTLE CHICAGO RD,05456,pending
61 W MAIN ST,05491,pending
220 RIDGE VIEW DR,05733,pending
44 SCHOOLHOUSE RD,05733,pending
115 PROSPECT ST,05769,pending
28 S MAPLE ST,05491,pending
102 PANTON RD,05491,pending
2 COUNTRY CMNS,05491,pending
1588 LAKE DUNMORE RD,05769,pending
4838 MONKTON RD,05472,pending
381 WESTSIDE DR,05733,pending
24 COMFORT HL,05491,pending
13 THIRD ST,05491,pending
19 LAKE DUNMORE RD,05733,pending
456 SWININGTON HILL RD,05778,pending
89 S WATER ST,05491,pending
182 SEAGUL CIR,05769,pending
220 LAKE DUNMORE RD,05733,pending
59 MONKTON RD,05491,pending
90 COMFORT HL,05491,pending
11 WEST ST,05491,pending
834 LITTLE CHICAGO RD,05456,pending
340 RED GATE RD,05733,pending
620 INDIAN TRL,05733,pending
19 FIRST ST,05491,pending
29 MAIN ST,05491,pending
1750 LAKE DUNMORE RD,05733,pending
6 HOPKINS RD,05491,pending
2909 LAKE DUNMORE RD,05733,pending
100 MACDONOUGH DR,05491,pending
1866 LAKE DUNMORE RD,05769,pending
3256 LAKE DUNMORE RD,05733,pending
3513 SAND RD,05456,pending
5527 US ROUTE 7,05456,pending
366 WEST SHORE RD,05769,pending
14 VICTORY ST,05491,pending
354 RUSTIC LN,05769,pending
551 US ROUTE 7,05733,pending
20 HILLSIDE ACRES,05491,pending
499 PLANK RD,05491,pending
268 MAIN ST,05491,pending
32 W MAIN ST,05491,pending
498 INDIAN TRL,05733,pending
1074 SATTERLY RD,05456,pending
134 PINE LN,05769,pending
15 FIRST ST,05491,pending
1648 LAKE DUNMORE RD,05769,pending
35 BOWMAN RD,05491,pending
35 MAIN ST,05491,pending
211 HOOKER RD,05733,pending
1042 LITTLE CHICAGO RD,05456,pending
7 CATARACT PL,05491,pending
933 PLANK RD,05491,pending
15 EAST ST,05491,pending
858 S MIDDLEBROOK RD,05491,pending
1259 SATTERLY RD,05456,pending
6 MAPLE MNR,05491,pending
1163 SHACKETT RD,05733,pending
187 S MIDDLEBROOK RD,05491,pending
196 OLD STAGE RD,05760,pending
2356 LEICESTER WHITING RD,05778,pending
7 UPPER PLAINS RD,05769,pending
360 MAIN ST,05491,pending
39 SCHOOL ST,05491,pending
38 S WATER ST,05491,pending
96 JENNA LN,05778,pending
283 PARTRIDGE TRL,05733,pending
3380 SHELLHOUSE MOUNTAIN RD,05456,pending
80 MAIN ST,05491,pending
58 S WATER ST,05491,pending
1361 HOOKER RD,05733,pending
19 W MAIN ST,05491,pending
15 COURTNEY DR,05491,pending
123 MOSS LN,05733,pending
9 NEW HAVEN RD,05491,pending
70 CATAMOUNT DR,05733,pending
161 BURROUGHS FARM RD,05491,pending
123 W MAIN ST,05491,pending
528 WEST SHORE RD,05769,pending
18 BIRCH CT,05733,pending
27 S MAPLE ST,05491,pending
25 MCKNIGHT LN,05491,pending
